 STATISTIQUES MENSUELLES ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131
- Auxiliaires des centrales pompes du réseau THT-HT,-33,-37,-40.9,-44.359,-48.292,-51.357316000000004,-4.904,-9.02,-12.753,,-21.205000000000002,-25.561,-29.524,-33.424,-37.305,-42.777,-46.546,-50.135999999999996,-3.738,-7.415,-12.193999999999999,-15.53,-19.432,-24.532999999999998,-29.375999999999998,-35.058,-43.796,-49.308,-54.309,-59.723216,-4.296,-7.171,-11.613,-15.844999999999999,-18.671999999999997,-21.606999999999996,-24.822999999999997,-28.182999999999996,-31.703999999999997,-35.643,-38.76,-42.16,-5.091,-7.1850000000000005,-10.187000000000001,-15.313000000000002,-19.218000000000004,-22.320000000000004,-24.420000000000005,-27.518000000000004,-30.452000000000005,-34.04600000000001,-37.68300000000001,-40.72500000000001,-2.585,-5.478,-9.734,-14.184999999999999,-17.758,-20.186999999999998,-23.357,-25.939999999999998,-28.967999999999996,-33.544999999999995,-35.565,-38.105492,-2.6029649200000002,-6.106789279999995,-9.245260979999996,-12.247836439999993,-16.380445659999996,-19.257270239999997,-23.27391446,-26.467118680000002,-30.898934680000004,-36.74833968000001,-40.621077680000006,-43.55626568,-3.092871000000001,-5.837338000000001,-8.861701,-11.816266999999998,-15.376082099999993,-18.108594099999994,-21.042383099999995,-24.574578099999993,-29.219993099999996,-32.976067099999995,-36.2048291,-40.6867843,-3.271713000000003,-6.364916500000001,-9.152333500000001,-11.941804500000002,-14.8468875,-17.43291782,-21.384473920000005,-24.971996410000006,-29.387814410000008,-32.07086744000001,-34.91215544000001,-38.144844620000015,-2.691980460000001,-5.983242260000003,-9.97912826,-13.255080259999998,-16.41833266,-19.431744659999993,-22.89969865999999,-25.679120319999996,-28.922596153333327,-31.596730733333327,-34.949327453333325,-37.36215337999999,-3.561459280000004,-6.257014020000004,-9.017052500000002,-11.675963980000002,-14.309623539999993,-18.213268539999998,-21.20065056,-24.158464579999997,-26.707036839999997,-29.87975653397287,-32.639006693972874,-36.406904173972876,-3.738245860000002,-6.488853999999998,-10.99075824,-14.635166799999997,-18.52770154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , ,, , , , , , , , , , , , , , , , , , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
III- VENTES D'ÉLECTRICITE (en GWh) dont :,16797.1,19412.3,22073.1,24536.823000000004,26851.946000000004,29452.569000000003,2335.337,4498.795,7108.857,,11743.351999999999,14403.805,16997.472,19732.283000000003,22487.630999999998,25043.937,27397.635000000002,30004.102,2366.981,4522.208,7184.572,9636.758,12174.927000000001,14953.39,17724.672000000002,20573.184,23401.271,26109.825,28644.693000000003,31356.379,2430.483,4691.156,7380.216609000001,9722.006,12150.259,14797.626,17471.748,20040.044,22965.682999999997,25627.449,28044.215000000004,30736.765000000003,2437.235,4617.568962,7317.844,9658.937,12220.671,14936.621,17617.007,20175.438000000002,23132.685,25771.031,28141.675,30836.231,2470.596,4800.053,7442.34462281,9429.692000000001,11537.676,14202.479,16903.476,19526.214,22481.182,25043.247000000003,27526.796,30284.165429779998,2469.16556361,4703.09633218,7473.609280419999,9932.07395258,12377.478881129999,15252.085045824999,17947.942640096997,20783.834601616996,23861.554969757995,26483.115295027994,29024.266087338,31951.159780497997,2511.6241354699996,4832.60748471,7660.15423711,10169.16856114,12877.01358108,15947.443915990001,18813.70465585,21816.568431220003,25037.097795330003,27871.24582882,30508.053061380004,33423.851723693006,2555.1295058100004,5057.615731850001,8076.555613608,10782.725270088,13530.585355078001,16538.489708688,19587.019829698,22764.763929408,25933.137555857997,28781.071857768,31431.809800628,34427.185645288,2672.00429231,5148.61447983,8148.28643672,10705.326059340001,13508.50359097,16465.651820823,19643.975867233,23047.124801693004,25994.146309603002,28972.656274193,32029.868442663002,35268.027303795,3121.3333781099996,5952.52872505,9170.154474725998,12173.573453985997,15425.770323416002,18920.348818526,22715.496036946,26589.753758425995,30267.274718446,33912.022268626,37439.527204626,41106.818410625994,3465.996769,6528.25679,9777.765014,13193.380934580002,16763.135309579997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Distributeurs,7184.3,8276,9281.5,10334.185000000001,11328.239000000001,12362.560000000001,1026.843,1998.3650000000002,3030.7380000000003,,5052.993,6117.8820000000005,7258.049000000001,8451.659000000001,9493.699,10561.291000000001,11584.152000000002,12648.898000000001,1092.911,2050.473,3095.6769999999997,4113.449,5205.438,6297.437,7480.144,8679.701000000001,9735.19,10865.907000000001,11896.347000000002,12988.681000000002,1116.007,2128.737,3201.320929,4217.941,5284.499,6313.047,7473.272999999999,8634.461,9778.076,10907.928,11949.887,13049.131000000001,1138.55,2144.9499910000004,3227.334,4271.055,5404.496,6470.432,7669.955,8813.915,9973.028,11113.159,12174.243999999999,13297.617999999999,1142.367,2185.558,3238.7343739999997,4098.693,5048.74,6053.197999999999,7249.0289999999995,8362.492,9473.037,10539.398000000001,11567.251,12765.426528999998,1149.250148,2150.052048,3241.4851879999997,4292.628076,5351.230457,6468.667439999999,7657.625264999999,8854.564244999998,10012.401918999998,11142.749053999998,12230.414529999998,13372.964819999997,1117.383963,2133.6971160000003,3271.9669300000005,4362.327480000001,5509.448316000001,6698.352328000001,7978.488486000001,9267.815799000002,10448.632817000002,11618.836474000002,12717.029664000002,13837.132604000002,1151.5642890000001,2221.5653,3399.2264139999997,4486.247302,5664.1165519999995,6872.757009999999,8206.070726,9605.292881,10797.329727999999,12020.670701,13149.805616,14332.565111,1199.150116,2317.773274,3508.8449140000002,4622.579458,5842.6769,7007.619756,8421.737924000001,9832.494258,11094.825479000001,12994.799228000002,15167.923057000002,17496.775184000002,2340.856391,4471.123895999999,6739.717492999999,9004.609509999998,11480.585069,14175.120530999999,17363.579236999998,20641.560188999996,23654.248764999997,26743.775519,29848.775296,33093.139557999995,3144.090753,5940.32451,8943.470707,12037.536714000002,15305.689977999999
- Clients Directs,2429.5,2780,3097.2,3452.053,3799.557,4116.982,341.465,655.88,999.606,,1636.399,1909.9189999999999,2225.228,2537.77,2792.513,3173.099,3539.501,3860.8450000000003,354.375,696.039,1062.021,1453.662,1828.068,2129.056,2474.589,2848.556,3148.462,3542.043,3934.705,4270.229,358.528,686.94,1035.381682,1348.9950000000001,1660.6950000000002,1913.9550000000002,2197.48,2399.26,2628.36,2993.148,3297.125,3557.131,238.607,426.458023,639.952,867.231,1077.282,1272.1399999999999,1444.8229999999999,1575.7859999999998,1774.7949999999998,2008.4519999999998,2188.841,2397.8979999999997,223.658,428.488,599.268288,724.043,819.669,991.073,1139.673,1275.726,1482.949,1731.65,2014.54,2167.520496,209.310974,428.063498,667.313397,909.039336,1083.445835,1258.11661,1408.792207,1594.675806,1821.729462,1985.862867,2240.99085,2514.475064,223.920111,427.68067699999995,638.0272909999999,874.157537,1117.6535390000001,1326.6144990000003,1474.9802220000001,1661.8240090000002,1915.0075170000002,2203.771459,2492.257848,2795.9112090000003,223.300756,533.999082,826.917829,1075.289459,1369.908376,1525.1729870000001,1685.959622,1834.1991500000001,1996.7376760000002,2193.642002,2405.278331,2651.066814,208.371076,363.076197,594.227275,759.104833,927.717486,1078.38154,1262.9943179999998,1473.7849169999997,1683.3395959999998,1976.2688529999998,2318.62934,2617.622516,323.804381,603.8113639999999,963.8701709999998,1243.6056649999998,1586.7523159999998,1826.6533220000001,2069.366558,2319.9970230000004,2694.2222760000004,3154.5914250000005,3577.0840460000004,4000.0109900000007,321.906016,587.93228,834.294307,1155.84422058,1457.44533158
- Clients MT,3342.3,3888,4422.2,4890.149,5340.759000000001,5871.339000000001,455.505,882.633,1413.1750000000002,,2412.689,2993.625,3539.755,4139.748,4688.352,5200.799,5652.608000000001,6118.638000000001,443.309,837.028,1378.8200000000002,1910.219,2475.178,3071.7569999999996,3688.218,4287.651,4871.842,5452.857,5977.9619999999995,6494.108,462.111,885.156,1418.757575,1922.499,2458.001,3033.906,3662.517,4238.4929999999995,4886.532999999999,5458.945,5926.740000000001,6501.407,528.18,1015.189988,1641.9009999999998,2190.06,2786.257,3437.3720000000003,4110.938,4693.826,5381.358,6008.561,6541.389999999999,7126.539999999999,544.868,1096.319,1711.533131,2156.7320000000004,2651.693,3305.9889999999996,3966.8590000000004,4597.878000000001,5311.423000000001,5923.495999999999,6495.958,7106.742026999999,517.174765,1015.871148,1660.007013,2250.643166,2849.2235259999998,3585.3468145849997,4250.019220097,4951.696624097,5711.249763096999,6379.9985710969995,6993.592054097,7665.943003097,573.6048499999999,1144.175827,1809.30041,2389.785709,3067.338997,3867.256235,4552.627823000001,5308.1254610000005,6097.3160450000005,6791.140845,7451.301236,8098.0005200000005,597.0808440000001,1160.7982860000002,1891.9401000000003,2531.7926340000004,3260.2471200000005,4034.9489180000005,4800.880268000001,5616.243579000001,6427.210615,7173.934814,7855.743708,8593.96975,659.074387,1287.617009,2026.487764,2684.686798,3460.765115,4219.225259,5062.001988,5890.917442,6514.613108,6842.589432999999,7099.934304999999,7362.197708999999,207.36585200000002,395.91316,629.033544,837.3296339999999,1018.3100989999999,1234.967611,1378.996202,1505.368788,1591.626742,1592.6663869999998,1592.6663869999998,1592.6663869999998,0,0,0,0,0
- Clients BT,3841,4469,5272.2,5860.436000000001,6383.391,7101.688,511.524,961.9169999999999,1665.338,,2641.2709999999997,3382.379,3974.44,4603.106,5513.067,6108.7480000000005,6621.373999999999,7375.721,476.386,938.668,1648.054,2159.428,2666.243,3455.1400000000003,4081.7210000000005,4757.276,5645.777,6249.018,6835.679,7603.360999999999,493.837,990.323,1724.7564230000003,2232.5710000000004,2747.0640000000003,3536.7180000000003,4138.478,4767.830000000001,5672.714,6267.428000000002,6870.463000000002,7629.096000000001,531.898,1030.9709599999999,1808.657,2330.591,2952.636,3756.677,4391.291,5091.911,6003.504000000001,6640.859,7237.200000000001,8014.175000000001,559.703,1089.688,1892.80882981,2450.224,3017.574,3852.219,4547.915,5290.118,6213.773,6848.7029999999995,7449.047,8244.476377780002,593.42967661,1109.1096381799998,1904.80368242,2479.76337458,3093.5790631299997,3939.9541812400003,4631.505948,5382.8979265200005,6316.173825661,6974.504802931,7559.268653241,8397.776893401,596.71521147,1127.05386471,1940.85960611,2542.89783514,3182.57272908,4055.2208539900003,4807.6081248499995,5578.803162220001,6576.14141633,7257.49705082,7847.464313380001,8692.807390693,583.18361681,1141.2530638499998,1958.471270608,2689.395875088,3236.3133070779995,4105.610793688,4894.109213698,5709.028319408001,6711.859536858001,7392.824340768,8020.982145628001,8849.583970288,605.40871331,1180.1479998300001,2018.72648372,2638.95497034,3277.3440899700004,4160.425265823,4897.241637233001,5849.928184693001,6701.368126603,7158.998760193001,7443.3817406630005,7791.4318947950005,249.30675411,481.68030505,837.533266726,1088.028644986,1340.122839416,1683.607354526,1903.554039946,2122.827758426,2327.176935446,2420.988937626,2421.001475626,2421.001475626,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , ,, , , , , , , , , , , , , , , , , , ,, , , , , ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,
IV- CONSOMMATION DES COMBUSTIBLES :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Fioul (en Tonnes),303719,361110,420433,498936,547953,591579,39563.770000000004,100439.61,136418.796,,173839.536,201782.99599999998,270177.626,367033.756,453978.056,581410.0142477978,692334.5072477978,771069.6979361962,60006.32777436817,127276.4853910705,178991.8463743609,247591.9624690609,308162.88164987817,366589.7137843578,484636.7386858514,600286.4589695566,651595.5558954799,762910.9346229234,830460.0326229234,859428.6406229234,70165.22724693542,138704.7989024324,160933.1240346852,173049.59514103358,177961.87646809735,181235.53016817654,209479.62356034058,248967.41573759515,263435.45614158834,292752.97058124206,300140.79153475247,307421.2693275311,4682.6480818056,7699.4530378312,10932.555529816,20162.45488878528,29270.92381256246,34258.76810434367,39400.52058774887,47119.01826119487,74782.72960512247,112986.40200286475,149088.37032071615,160802.44732071614,5021.9604863352,12520.330610733989,20270.187990945713,23750.812185437127,27409.462847894283,33866.047453243074,49940.660078476736,61060.998012024545,71497.88644183254,78525.10292053255,85607.35500420153,94355.82516186553,10247.421929778626,16078.696043797827,17858.176752711108,20800.52557962394,24704.27120576794,29295.530674506903,54688.45593861457,74081.97432648137,100821.37725276506,114664.39483179044,195496.56613570923,295596.31382984214,66398.9864268384,154994.45325496577,250629.56250785463,309973.0153840274,402053.4694019944,525018.2601277792,618238.506404199,749640.1059742721,868199.5756396503,961849.8862675017,1018420.132607268,1073274.4774965192,33388.2993475233,78739.6507597609,117295.1375996867,131933.31609672008,147314.19121019004,170230.59774963575,222991.75285878655,310877.54396060994,346421.64086556603,382861.5750463034,407164.4557046078,448064.0007544169,34816.808052532186,68978.0338375737,84127.03668866422,104652.02831921843,138254.5468919929,171042.85770249786,246771.2168463609,280198.238601106,308956.26772303623,333894.2056882777,375776.7719742103,417710.5118162689,46770.31737356189,91580.70725661644,126407.85462890974,133192.2557758004,151818.665622335,196154.98733343705,253259.8446816363,314103.12737070315,386222.8895902034,430517.91923735855,442256.9165161655,473570.71803483466,17285.988894897022,28213.67577959566,36419.966842433365,46448.627942932086,56351.32445054343
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , 
- Charbon (en Tonnes) :,3876450,4 466 711,5 031 787,5596115,6145533,6707424,578993,1023596,1580826,,2655947,3217876,3787855,4363913,4895679,5396466,5901488,6463316,536802,956481,1459444,1962183,2508358,3073198,3608380,4214694,4808897,5430146,6063698,6718639,592228,1213507,1814283,2383916,3040967,3688475,4365637,5015391,5675048,6322067,7002102,7772757,871834,1653575,2499937,3293834,4139304,5009752,5914156,6798846,7635608,8468568,9223875,10068560,897142,1717758,2546025,3294489,4135106,4990527,5886666,6743846,7630523,8461403,9302788,10111337,860094,1592485,2473934,3310864,4196062,5085226,5976710,6889082,7844180,8713379,9630478,10604339,979130,1802899,2722546,3629696,4560386,5445924,6428246,7350259,8195070,9053705,9890084,10744379,835227,1606614,2396191,3216993,4076624,4978246,5879239,6711171,7516675,8374864,9154792,9996686,821578,1559838,2349072,3048404,3736801,4452706,5278621,6220925.28,7051248.1,7909625.1,8738366.7,9662992.7,897502,1638651,2457768,3255096,4088458,4866416.54,5768001.54,6675226.54,7496011.54,8392378.54,9278901.54,10183021.54,873477,1510203,2264620,3084856,3858809
. Centrale de JLEC 1-4,2086905,2422168,2749751,3083351,3386783,3717491,336147,628748,944867,,1529826,1856379,2173399,2506132,2812928,3064689,3325642,3644437,316492,539648,829173,1148720,1484506,1811155,2098814,2444374,2775257,3109303,3438700,3766207,332395,654304,980264,1248677,1566024,1884739,2225910,2549247,2887708,3173869,3433875,3678845,353118,667283,1004915,1325112,1633261,1954436,2285496,2623449,2905006,3238837,3551122,3882587,318718,629851,948015,1244522,1563079,1887193,2213210,2538715,2853529,3160129,3404103,3713997,320507,615124,952108,1250088,1556138,1859727,2185541,2534595,2854179,3164869,3463051,3796185,332056,608908,880004,1173154,1476498,1796671,2123588,2440030,2743670,2996679,3290745,3606135,323051,629454,932796,1236377,1569307,1879851,2221781,2535073,2849667,3127458,3389618,3676737,294096,562615,871848,1181734,1491238,1790343,2079800,2395959,2635653,2922813,3234786,3561818,316483,609778,927809,1225623,1510933,1823416,2136127,2443004,2728821,3038106,3359812,3652926,316859,577586,854508,1104732,1344098
. Centrale de JLEC 5-6,1161955,1333406,1472318,1633356,1789446,1943705,153703,234368,379099,,691771,849160,1001264,1163092,1297956,1473699,1640435,1807945,133680,296178,471164,574321,714891,880308,1052686,1230095,1402100,1567681,1721305,1892660,135381,297960,470347,639473,816506,987101,1162430,1330023,1496262,1673291,1843455,2010875,156922,310837,478575,640068,806079,973484,1140724,1307221,1462830,1548243,1626328,1780293,170922,321699,485573,636866,796279,957355,1116038,1281173,1440229,1600239,1761945,1932711,147329,224777,313263,470533,637983,810174,990590,1159366,1329122,1497542,1666410,1843621,173154,328842,497856,663786,969803,1113940,1287543,1454131,1614021,1777252,1931416,2096836,155959,303626,469014,617213,724403,879869,1048299,1216067,1352503,1518852,1663102,1826253,158814,294155,442182,585906,736342,877237,1027150,1193701,1351597,1503087,1667824,1829562,150867,255122,395311,530087,678087,824794,980823,1140496,1279639,1436884,1581518,1746924,126781,233384,374352,522448,676832
. Centrale de Mohammedia,377377,427766,497147,531894,584349,623315,55665,93315,152922,,272618,325787,401940,465869,536990,591531,652193,703877,69390,90116,115111,176453,238478,299920,368375,437834,509881,579734,653749,727217,52346,122143,154114,215686,293182,369554,441979,514314,583403,645826,718074,793765,52461,85529,118039,118039,126741,183730,256712,314784,373983,443861,496060,568073,63360,116830,176143,176143,196115,234483,290168,361651,423228,481678,557752,601868,36916,81848,157539,229492,289168,328581,372007,452981,531846,601977,675273,752331,73155,132048,209281,274237,338208,403888,478604,518408,565474,630126,681594,734810,38074,98454,164285,222319,280062,352870,419794,494226,560976,634884,704079,757210,34546,81982,126277,166719,202556,242065,298187,371416,429657,496273,563682,639396,57365,102640,134918,199683,271235,336195,400595,453280,480865,548656,616616,689707,62192,112308,158057,220167,282911
. Centrale de Jerada,250213,283371,312571,347514,384955,422913,33478,67165,103938,,161732,186550,211252,228820,247805,266547,283218,307057,17240,30539,43996,62689,70483,81815,88505,102391,121659,173428,249944,332555,72106,139100,209558,280080,365255,447081,535318,621807,707675,800161,884725,970106,87421,159556,212267,250457,335087,415242,502372,590712,676832,764437,845367,906932,77405,143879,224285,288879,360675,433726,519106,593636,672025,706802,789059,872250,82430,154425,237470,315310,396010,479940,568730,654815,739033,769275,851230,935395,89990,172565,265120,351075,440670,527746,617796,704462,736943,819156,890119,934897,69105,140497,216893,280035,359791,437703,476284,476284,493474,569751,636446,712266,77137,145566,204309,269232,349031,427087,513095,606179.28,698282.1000000001,783709.1000000001,826444.1000000001,907422.1000000001,82378,160242,243145,317283,395955,436252,523370,611303,694509,774235,858552,924462,78456,142297,210246,289937,315874
. Centrale de SAFIEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,28920,121973,319166,221912,430370,686141,960158,1238136,1482860,1728852,1962680,2216957,2473190,2704998,2930675,266737,505499,712009,948079,1218958,1477770,1748144,1968671,2241512,2512555,2789929,2990511,272912,516311,813554,1045441,1316763,1606804,1859842,2087325,2390000,2679716,2974514,3276807,310775,560536,870285,1167444,1335207,1603679,1920715,2233228,2534962,2830492,3096210,3371701,249038,434583,613203,861049,1143061,1427953,1713081,1989521,2260055,2523919,2761547,3024220,256985,475520,704456,844813,957634,1115974,1360389,1653670,1936059,2203743,2445630.6,2724794.6,290409,510869,756585,982420,1232248,1445759.54,1727086.54,2027143.54,2312177.54,2594497.54,2862403.54,3169002.54,289189,444628,667457,947572,1239094
- Gasoil (en Tonnes),5893,6948,7829,8696,9747,10439,617,1394,2015.951,,2998.951,3349.951,4055.951,5058.951,6132.422120179963,8518.478126175374,10523.999126175375,11867.554080213591,995.9720551811008,1962.076185462301,2786.4898829804206,3484.6918471645786,4184.461888799342,4831.1326068984645,5974.729603817816,6876.371960951616,7361.138076510616,8489.800043852614,9062.927043852615,9679.115467852615,892.3041683539602,1633.9989062196244,2103.1712972944247,2495.521426416742,2830.132675809946,3121.1400247324764,3481.6757137199493,4156.50416370875,4696.741557069349,5292.645640009724,5661.968012225822,5932.974332225823,243.81145666288018,471.35850019419786,722.7561903196377,989.7107205031705,1289.6725811519705,1506.468046665002,1714.8112856403611,2049.809522087583,2847.6160959830786,3696.275064571476,4143.320753286476,4337.420680140109,354.67167445333337,754.2347481230315,1074.9680418506318,1222.6935782654969,1372.7010327054966,1653.1469842446973,2168.5958132601504,2584.924539971671,2865.412459052775,3082.6189065075537,3353.745860748414,3696.4443053992154,372.0581520516603,633.0544458377003,876.6001716516791,1132.6048366445436,1379.437094002304,1650.0789636223035,2573.7764878168746,3030.0686360665145,3903.5833078933965,4393.599358192679,5542.349432952167,6841.688068675406,844.7972227946094,2086.614528280368,3375.596899319651,3981.0311801554517,4764.694884318708,6045.66294174614,6906.322491542735,8129.606866060656,9186.176704278223,10420.982549458075,11130.168508554394,11663.525387159032,317.3687616236674,714.5938462690578,969.2828702290575,1174.3204221090573,1370.75334820569,1718.8345305946905,2449.8488582042373,3542.59794207824,3944.2413407526224,4666.911407273821,4957.201974553821,5373.486042894244,240.15442960919222,491.26550295744175,865.6015151046856,1100.5155402392797,1511.4917812659141,1898.302538112714,2873.461919438623,3389.8541187112796,3752.3306584112793,4272.777835168737,4834.0212054940175,5305.0051839907455,360.8013838784679,873.4922938495679,1186.7434024887584,1554.410273213598,1852.447172786032,2507.153155112952,3299.84437832503,4138.09062166489,5113.88869313191,5747.326279414002,6156.2329476160685,6870.331778709503,560.3877098583988,1184.5334736539999,1679.5456398748,2153.391858297275,2566.251619870315
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Gaz Naturel (en Nm3),610074734,700756341,787957539,879901151,962610085,1050754958,91811928,179909414,264058773,,442879162,531418149,620970323,713407554,803349290,898825912.91,992611135.3199999,1076632774.32,91519924.45,175282111.45,263503988.74,346583559.63,435100718.63,524874528.15,616975848.35,710216703.61,796371675.84,888530880.3900001,978427205.33,1066684648.5600001,79255540,129152906.03,197813201.36,262397375.51999998,349489371.31,435161579.43,523859010.51,606768483.24,689102767.02,779735586.44,864170626.51,950598121.42,79937457.09,151915473.68,227492432.4,293067822.31,371176429.06,426390914.06,503429599.94,570312209.63,652411859.9200001,735004460,810539602,884289835.73,65457267.29,128329326.78,161669167.09,161969684.09,162696545.09,197836138.34,281250938.5,356302726.47,432734339.09000003,510600577.28,589393158.6700001,668750984.9000001,67236950.77,137033785.68,179067707.21,247622292.12,285577039.12,350896359.31,439570144.42,521598610.99,580824145.45,661970864.44,661970864.44,661970864.44,0,0,0,0,0,0,6164538.59,12530961.190000001,32105662.19,60109411.120000005,106160520.5,146294933.79,48593566,99270786.99,173541930.7,244402878.7,318811998.7,392227817.7,466158349.7,547298849.7,621282055.7,686115276.7,744780364.1847162,807131832.2547162,71175703,111123450,174246174,239557513,315973500,378636654,458075007,537935742,614218744,692289653,767209220,829941824.7161572,57013318,123851718,196977256,263489377,333446797,412871614,494824108,578490359,578490359,660909603,730353583,805704343,70772181,128165326,166101664,200713611,267687178
. Centrale Thermo-solaire d'Ain Béni Mathar,351968797,404615611,455355611,508547316,559450779,608786068,52442001,102721582,149042870,,249852514,299510689,337433702,389396986,441596654,496491043,550252654,603375979,52591683,100561266,149754827,195531798,244574847,295123479,346887685,399985606,450717748,505086991,556551801,607458442,53011941,100470942,129643900,159185574,208003405,257572073,307664744,355223262,402549762,454963862,505378668,555654485,49039897,92152020,138276790,171723379,216900352,240955917,285601264,316988627,364171825,412225433,455930297,500866040,45731071,88192149,97344884,97645401,98372262,133150355,179623134,221548851,264166851,308135838,352595953,397577787,34916451,74110903,81579183,116462819,119913449,155617219,203791209,247513834,268563457,313875091,313875091,313875091,0,0,0,0,0,0,4766387,9737040,21291495,43970501,84051593,124182793,48581452,87578935,132464169,175269604,219003315,262397362,310084429,358216830,400183511,432887977,464095438.4847162,498777544.4847162,41269019,79545847,120400100,155794129,199428587,239836515,285159004,330406071,373431981,417701884,456413135,488290585.3056769,19004145,56849325,98040666,135488521,174860461,219743765,266271794,313744854,313744854,359826321,397678622,434647524,35053338,63575831,73927529,83701194,112458638
